dateTime,spotID,lat,long,speed,dist,station
2018-07-09T03:09:55Z,0-2573760,48.42715,-126.85458,0.283510499,0.123169561,1
2018-07-09T03:39:46Z,0-2573760,48.42778,-126.85651,0.319775028,0.159088077,1
2018-07-09T04:09:30Z,0-2573760,48.42862,-126.85856,0.359517415,0.178160852,1
2018-07-09T04:39:30Z,0-2573760,48.42948,-126.86002,0.288578003,0.144289001,1
2018-07-09T05:10:06Z,0-2573760,48.4303,-126.86124,0.25160402,0.12831805,1
2018-07-09T05:38:56Z,0-2573760,48.43045,-126.86239,0.180462228,0.086722126,1
2018-07-09T06:08:56Z,0-2573760,48.43015,-126.86385,0.226153464,0.113076732,1
2018-07-09T06:38:56Z,0-2573760,48.42998,-126.86514,0.194635105,0.097317552,1
2018-07-09T07:09:54Z,0-2573760,48.43024,-126.86623,0.166026313,0.085688025,1
2018-07-09T07:38:51Z,0-2573760,48.43071,-126.86705,0.165981305,0.08008598,1
2018-07-09T08:12:06Z,0-2573760,48.43108,-126.8676,0.104433663,0.057873655,1
2018-07-09T08:38:37Z,0-2573760,48.43085,-126.86852,0.164561406,0.072726999,1
2018-07-09T09:10:30Z,0-2573760,48.43068,-126.86958,0.151843186,0.080687782,1
2018-07-09T09:40:55Z,0-2573760,48.43047,-126.87057,0.151680967,0.076893823,1
2018-07-09T10:08:10Z,0-2573760,48.43047,-126.87091,0.055399979,0.025160824,1
2018-07-09T10:38:01Z,0-2573760,48.43056,-126.87129,0.059997306,0.02984866,1
2018-07-09T11:09:31Z,0-2573760,48.43036,-126.87123,0.043197415,0.022678643,1
2018-07-09T11:37:51Z,0-2573760,48.4302,-126.8714,0.046144094,0.021790267,1
2018-07-09T12:09:51Z,0-2573760,48.43013,-126.87103,0.053373702,0.028465974,1
2018-07-09T12:37:36Z,0-2573760,48.4301,-126.87064,0.062817951,0.029053302,1
2018-07-09T13:07:36Z,0-2573760,48.4301,-126.87038,0.038481539,0.01924077,1
2018-07-09T13:39:51Z,0-2573760,48.43001,-126.87074,0.052946671,0.028458836,1
2018-07-09T14:07:23Z,0-2573760,48.42981,-126.87123,0.092698513,0.042538317,1
2018-07-09T14:37:18Z,0-2573760,48.4295,-126.87244,0.192435388,0.095950422,1
2018-07-09T15:10:27Z,0-2573760,48.42962,-126.87404,0.215666091,0.119155515,1
2018-07-09T15:36:58Z,0-2573760,48.42974,-126.87518,0.193266027,0.085412847,1
2018-07-09T16:06:49Z,0-2573760,48.42997,-126.87675,0.239129406,0.118966879,1
2018-07-09T16:38:33Z,0-2573760,48.43016,-126.87859,0.260536588,0.137794907,1
2018-07-09T17:09:24Z,0-2573760,48.43042,-126.88049,0.279183367,0.143546781,1
2018-07-09T17:39:24Z,0-2573760,48.43085,-126.88264,0.332268687,0.166134343,1
2018-07-09T18:06:40Z,0-2573760,48.43132,-126.8846,0.339253276,0.154171766,1
2018-07-09T18:37:34Z,0-2573760,48.43188,-126.88687,0.347868775,0.179152419,1
2018-07-09T19:07:34Z,0-2573760,48.43295,-126.88867,0.357205353,0.178602676,1
2018-07-09T19:37:35Z,0-2573760,48.4341,-126.89012,0.333674417,0.166929896,1
2018-07-09T20:06:06Z,0-2573760,48.43543,-126.89102,0.341267669,0.162196939,1
2018-07-09T20:36:06Z,0-2573760,48.43616,-126.89171,0.191793112,0.095896556,1
2018-07-09T21:07:30Z,0-2573760,48.43693,-126.89261,0.207270725,0.108471679,1
2018-07-09T21:36:00Z,0-2573760,48.43767,-126.89282,0.176297586,0.083741353,1
2018-07-09T22:05:52Z,0-2573760,48.43838,-126.89263,0.161102116,0.080193053,1
2018-07-09T22:35:52Z,0-2573760,48.43881,-126.89237,0.103080673,0.051540336,1
2018-07-09T23:05:52Z,0-2573760,48.43937,-126.89194,0.139856476,0.069928238,1
2018-07-09T23:37:31Z,0-2573760,48.43975,-126.89105,0.148326053,0.078241993,1
2018-07-10T00:05:49Z,0-2573760,48.43966,-126.89044,0.09801321,0.046229564,1
2018-07-10T00:37:53Z,0-2573760,48.4395,-126.89023,0.04419802,0.023621386,1
2018-07-10T01:05:47Z,0-2573760,48.43955,-126.89056,0.053852679,0.025041496,1
2018-07-10T01:35:46Z,0-2573760,48.43995,-126.89117,0.126805465,0.063367509,1
2018-07-10T02:06:27Z,0-2573760,48.44093,-126.8914,0.215678494,0.110295585,1
2018-07-10T02:38:02Z,0-2573760,48.44182,-126.89183,0.197486842,0.103954879,1
2018-07-10T03:07:06Z,0-2573760,48.44243,-126.89214,0.147806351,0.071603966,1
2018-07-10T03:35:14Z,0-2573760,48.44288,-126.89265,0.133658851,0.06267115,1
2018-07-10T04:06:35Z,0-2573760,48.44318,-126.89392,0.190825334,0.099706237,1
2018-07-10T04:36:06Z,0-2573760,48.44327,-126.89526,0.202547851,0.09964229,1
2018-07-10T05:06:28Z,0-2573760,48.4433,-126.89714,0.27489926,0.13912957,1
2018-07-10T05:36:28Z,0-2573760,48.44321,-126.89929,0.318759633,0.159379816,1
2018-07-10T06:05:37Z,0-2573760,48.4431,-126.90182,0.38609695,0.187578768,1
